AÑO,MES,PROVINCIA_DESTINO,CONTINENTE_ORIGEN,PAIS_ORIGEN,TURISTAS,PERNOCTACIONES,ESTANCIA_MEDIA
2019,08,Tarragona,África,Total África,4787,32550,6.8
2019,08,Teruel,América,Total América,621,6326,10.2
2019,08,Teruel,Asia,Total Asia,342,1999,5.8
2019,08,Teruel,Europa,Total Europa,10404,110913,10.7
2019,08,Teruel,África,Total África,218,1956,9.0
2019,08,Toledo,América,Total América,2668,20596,7.7
2019,08,Toledo,Asia,Total Asia,1033,6010,5.8
2019,08,Toledo,Europa,Total Europa,27013,265359,9.8
2019,08,Toledo,Oceanía,Total Oceanía,41,326,8.0
2019,08,Toledo,África,Total África,1840,8287,4.5
2019,08,Valencia/València,América,Total América,11611,107969,9.3
2019,08,Valencia/València,Asia,Total Asia,6160,39172,6.4
2019,08,Valencia/València,Europa,Total Europa,230502,2211205,9.6
2019,08,Valencia/València,Oceanía,Total Oceanía,314,2290,7.3
2019,08,Valencia/València,África,Total África,6970,42350,6.1
2019,08,Valladolid,América,Total América,1175,12968,11.0
2019,08,Valladolid,Asia,Total Asia,549,3821,7.0
2019,08,Valladolid,Europa,Total Europa,33448,254295,7.6
2019,08,Valladolid,África,Total África,915,3888,4.2
2019,08,Zamora,América,Total América,778,6846,8.8
2019,08,Zamora,Asia,Total Asia,323,2648,8.2
2019,08,Zamora,Europa,Total Europa,52877,365461,6.9
2019,08,Zamora,África,Total África,170,1088,6.4
2019,08,Zaragoza,América,Total América,2559,26705,10.4
2019,08,Zaragoza,Asia,Total Asia,1326,8892,6.7
2019,08,Zaragoza,Europa,Total Europa,45993,472160,10.3
2019,08,Zaragoza,Oceanía,Total Oceanía,33,297,9.0
2019,08,Zaragoza,África,Total África,1208,11225,9.3
2019,08,Ávila,América,Total América,710,6667,9.4
2019,08,Ávila,Asia,Total Asia,283,1907,6.7
2019,08,Ávila,Europa,Total Europa,11030,121923,11.1
2019,08,Ávila,África,Total África,183,1456,8.0
2019,09,A Coruña,América,Total América,8269,68309,8.3
2019,09,A Coruña,Asia,Total Asia,2491,13361,5.4
2019,09,A Coruña,Europa,Total Europa,58328,491312,8.4
2019,09,A Coruña,Oceanía,Total Oceanía,451,3938,8.7
2019,09,A Coruña,África,Total África,524,4149,7.9
2019,09,Albacete,América,Total América,627,5924,9.4
2019,09,Albacete,Asia,Total Asia,603,3383,5.6
2019,09,Albacete,Europa,Total Europa,11835,109938,9.3
2019,09,Albacete,África,Total África,677,4562,6.7
2019,09,Alicante/Alacant,América,Total América,7997,70547,8.8
2019,09,Alicante/Alacant,Asia,Total Asia,4243,26667,6.3
2019,09,Alicante/Alacant,Europa,Total Europa,584637,4734413,8.1
2019,09,Alicante/Alacant,Oceanía,Total Oceanía,524,3723,7.1
2019,09,Alicante/Alacant,África,Total África,14637,87735,6.0
2019,09,Almería,América,Total América,1803,15923,8.8
2019,09,Almería,Asia,Total Asia,1692,5804,3.4
2019,09,Almería,Europa,Total Europa,76016,680803,9.0
2019,09,Almería,Oceanía,Total Oceanía,106,860,8.1
2019,09,Almería,África,Total África,9684,51497,5.3
2019,09,Álava/Araba,América,Total América,1226,10011,8.2
2019,09,Álava/Araba,Asia,Total Asia,843,5326,6.3
2019,09,Álava/Araba,Europa,Total Europa,23297,147929,6.3
2019,09,Álava/Araba,Oceanía,Total Oceanía,51,344,6.7
2019,09,Álava/Araba,África,Total África,1107,7269,6.6
2019,09,Asturias,América,Total América,3712,34702,9.3
2019,09,Asturias,Asia,Total Asia,1564,9626,6.2
2019,09,Asturias,Europa,Total Europa,38831,359973,9.3
2019,09,Asturias,Oceanía,Total Oceanía,199,1677,8.4
2019,09,Asturias,África,Total África,472,3995,8.5
2019,09,Badajoz,América,Total América,1249,10074,8.1
2019,09,Badajoz,Asia,Total Asia,1480,8833,6.0
2019,09,Badajoz,Europa,Total Europa,30859,251536,8.2
2019,09,Badajoz,Oceanía,Total Oceanía,65,619,9.5
2019,09,Badajoz,África,Total África,797,3038,3.8
2019,09,Barcelona,América,Total América,152375,807710,5.3
2019,09,Barcelona,Asia,Total Asia,70193,327007,4.7
2019,09,Barcelona,Europa,Total Europa,808866,4587217,5.7
2019,09,Barcelona,Oceanía,Total Oceanía,7712,40081,5.2
2019,09,Barcelona,África,Total África,23858,133606,5.6
2019,09,Bizkaia,América,Total América,5465,37592,6.9
2019,09,Bizkaia,Asia,Total Asia,2610,14331,5.5
2019,09,Bizkaia,Europa,Total Europa,51045,311912,6.1
2019,09,Bizkaia,Oceanía,Total Oceanía,298,1886,6.3
2019,09,Bizkaia,África,Total África,1035,8507,8.2
2019,09,Burgos,América,Total América,1600,12924,8.1
2019,09,Burgos,Asia,Total Asia,802,4948,6.2
2019,09,Burgos,Europa,Total Europa,32421,196965,6.1
2019,09,Burgos,Oceanía,Total Oceanía,69,483,7.0
2019,09,Burgos,África,Total África,993,4189,4.2
2019,09,Cantabria,América,Total América,2526,21193,8.4
2019,09,Cantabria,Asia,Total Asia,754,3945,5.2
2019,09,Cantabria,Europa,Total Europa,38010,304035,8.0
2019,09,Cantabria,Oceanía,Total Oceanía,116,757,6.5
2019,09,Cantabria,África,Total África,363,2933,8.1
2019,09,Castellón/Castelló,América,Total América,2010,17023,8.5
2019,09,Castellón/Castelló,Asia,Total Asia,1360,7087,5.2
2019,09,Castellón/Castelló,Europa,Total Europa,53880,464634,8.6
2019,09,Castellón/Castelló,Oceanía,Total Oceanía,76,453,6.0
2019,09,Castellón/Castelló,África,Total África,2773,17079,6.2
2019,09,Ceuta,América,Total América,1072,3705,3.5
2019,09,Ceuta,Asia,Total Asia,1380,3339,2.4
2019,09,Ceuta,Europa,Total Europa,5374,25972,4.8
2019,09,Ceuta,Oceanía,Total Oceanía,34,158,4.6
2019,09,Ceuta,África,Total África,19381,110336,5.7
2019,09,Ciudad Real,América,Total América,703,6378,9.1
2019,09,Ciudad Real,Asia,Total Asia,540,3345,6.2
2019,09,Ciudad Real,Europa,Total Europa,10901,94901,8.7
2019,09,Ciudad Real,África,Total África,1124,5810,5.2
2019,09,Cuenca,América,Total América,791,4902,6.2
2019,09,Cuenca,Asia,Total Asia,309,1740,5.6
2019,09,Cuenca,Europa,Total Europa,8209,67884,8.3
2019,09,Cuenca,África,Total África,421,3010,7.1
2019,09,Cáceres,América,Total América,865,6474,7.5
2019,09,Cáceres,Asia,Total Asia,492,2798,5.7
2019,09,Cáceres,Europa,Total Europa,18345,142166,7.7
2019,09,Cáceres,Oceanía,Total Oceanía,39,294,7.5
2019,09,Cáceres,África,Total África,905,5108,5.6
2019,09,Cádiz,América,Total América,28100,153181,5.5
2019,09,Cádiz,Asia,Total Asia,7547,32373,4.3
2019,09,Cádiz,Europa,Total Europa,131659,1039250,7.9
2019,09,Cádiz,Oceanía,Total Oceanía,620,4173,6.7
2019,09,Cádiz,África,Total África,25046,100501,4.0
2019,09,Córdoba,América,Total América,1913,13998,7.3
2019,09,Córdoba,Asia,Total Asia,1331,8202,6.2
2019,09,Córdoba,Europa,Total Europa,19629,162357,8.3
2019,09,Córdoba,Oceanía,Total Oceanía,115,869,7.6
2019,09,Córdoba,África,Total África,911,4188,4.6
2019,09,Guipúzcoa/Gipuzkoa,América,Total América,9348,58337,6.2
2019,09,Guipúzcoa/Gipuzkoa,Asia,Total Asia,3100,13946,4.5
2019,09,Guipúzcoa/Gipuzkoa,Europa,Total Europa,127498,750304,5.9
2019,09,Guipúzcoa/Gipuzkoa,Oceanía,Total Oceanía,1141,7345,6.4
2019,09,Guipúzcoa/Gipuzkoa,África,Total África,2541,13047,5.1
2019,09,Gerona/Girona,América,Total América,8774,58492,6.7
2019,09,Gerona/Girona,Asia,Total Asia,3174,17183,5.4
2019,09,Gerona/Girona,Europa,Total Europa,458309,2874504,6.3
2019,09,Gerona/Girona,Oceanía,Total Oceanía,696,4793,6.9
2019,09,Gerona/Girona,África,Total África,4733,28054,5.9
2019,09,Granada,América,Total América,6533,44245,6.8
2019,09,Granada,Asia,Total Asia,5164,27115,5.3
2019,09,Granada,Europa,Total Europa,76410,590449,7.7
2019,09,Granada,Oceanía,Total Oceanía,520,3963,7.6
2019,09,Granada,África,Total África,8358,30457,3.6
2019,09,Guadalajara,América,Total América,1923,10673,5.6
2019,09,Guadalajara,Asia,Total Asia,600,2532,4.2
2019,09,Guadalajara,Europa,Total Europa,15795,110714,7.0
2019,09,Guadalajara,Oceanía,Total Oceanía,35,218,6.2
2019,09,Guadalajara,África,Total África,813,5417,6.7
2019,09,Huelva,América,Total América,1614,12796,7.9
2019,09,Huelva,Asia,Total Asia,930,5269,5.7
2019,09,Huelva,Europa,Total Europa,54093,404506,7.5
2019,09,Huelva,Oceanía,Total Oceanía,150,1584,10.6
2019,09,Huelva,África,Total África,1860,12473,6.7
2019,09,Huesca,América,Total América,1407,10642,7.6
2019,09,Huesca,Asia,Total Asia,379,2507,6.6
2019,09,Huesca,Europa,Total Europa,35847,202846,5.7
2019,09,Huesca,Oceanía,Total Oceanía,65,490,7.5
2019,09,Huesca,África,Total África,543,4755,8.8
2019,09,Islas Baleares/Illes Balears,América,Total América,39581,246301,6.2
2019,09,Islas Baleares/Illes Balears,Asia,Total Asia,11195,62013,5.5
2019,09,Islas Baleares/Illes Balears,Europa,Total Europa,1711799,10985439,6.4
2019,09,Islas Baleares/Illes Balears,Oceanía,Total Oceanía,2354,13617,5.8
2019,09,Islas Baleares/Illes Balears,África,Total África,7790,37041,4.8
2019,09,Jaén,América,Total América,750,6645,8.9
2019,09,Jaén,Asia,Total Asia,549,3074,5.6
2019,09,Jaén,Europa,Total Europa,11308,104008,9.2
2019,09,Jaén,Oceanía,Total Oceanía,33,266,8.1
2019,09,Jaén,África,Total África,1551,6255,4.0
2019,09,La Rioja,América,Total América,1477,11733,7.9
2019,09,La Rioja,Asia,Total Asia,347,2231,6.4
2019,09,La Rioja,Europa,Total Europa,13412,99980,7.5
2019,09,La Rioja,Oceanía,Total Oceanía,70,548,7.8
2019,09,La Rioja,África,Total África,861,6266,7.3
2019,09,Las Palmas,América,Total América,4638,36139,7.8
2019,09,Las Palmas,Asia,Total Asia,3554,16681,4.7
2019,09,Las Palmas,Europa,Total Europa,496499,3920511,7.9
2019,09,Las Palmas,Oceanía,Total Oceanía,125,931,7.4
2019,09,Las Palmas,África,Total África,3732,26394,7.1
2019,09,León,América,Total América,1663,16617,10.0
2019,09,León,Asia,Total Asia,372,3094,8.3
2019,09,León,Europa,Total Europa,17090,167390,9.8
2019,09,León,Oceanía,Total Oceanía,62,641,10.3
2019,09,León,África,Total África,311,2776,8.9
2019,09,Lleida,América,Total América,1777,12977,7.3
2019,09,Lleida,Asia,Total Asia,891,5025,5.6
2019,09,Lleida,Europa,Total Europa,48260,317343,6.6
2019,09,Lleida,Oceanía,Total Oceanía,102,794,7.8
2019,09,Lleida,África,Total África,1711,15045,8.8
2019,09,Lugo,América,Total América,1821,15223,8.4
2019,09,Lugo,Asia,Total Asia,684,5249,7.7
2019,09,Lugo,Europa,Total Europa,13633,131286,9.6
2019,09,Lugo,Oceanía,Total Oceanía,113,956,8.5
2019,09,Lugo,África,Total África,248,2558,10.3
2019,09,Madrid,América,Total América,136704,756656,5.5
2019,09,Madrid,Asia,Total Asia,45956,242710,5.3
2019,09,Madrid,Europa,Total Europa,364648,2358983,6.5
2019,09,Madrid,Oceanía,Total Oceanía,2669,17320,6.5
2019,09,Madrid,África,Total África,14760,92940,6.3
2019,09,Melilla,América,Total América,123,1057,8.6
2019,09,Melilla,Asia,Total Asia,131,813,6.2
2019,09,Melilla,Europa,Total Europa,3728,21941,5.9
2019,09,Melilla,África,Total África,27415,142739,5.2
2019,09,Murcia,América,Total América,3396,30115,8.9
2019,09,Murcia,Asia,Total Asia,2286,13673,6.0
2019,09,Murcia,Europa,Total Europa,96989,882689,9.1
2019,09,Murcia,Oceanía,Total Oceanía,133,821,6.2
2019,09,Murcia,África,Total África,9831,64825,6.6
2019,09,Málaga,América,Total América,18366,137196,7.5
2019,09,Málaga,Asia,Total Asia,9353,63157,6.8
2019,09,Málaga,Europa,Total Europa,589721,4329309,7.3
2019,09,Málaga,Oceanía,Total Oceanía,977,6812,7.0
2019,09,Málaga,África,Total África,22532,120264,5.3
2019,09,Navarra,América,Total América,3332,26687,8.0
2019,09,Navarra,Asia,Total Asia,880,5602,6.4
2019,09,Navarra,Europa,Total Europa,66029,398667,6.0
2019,09,Navarra,Oceanía,Total Oceanía,148,1035,7.0
2019,09,Navarra,África,Total África,1323,10846,8.2
2019,09,Ourense,América,Total América,1591,16320,10.3
2019,09,Ourense,Asia,Total Asia,266,2933,11.0
2019,09,Ourense,Europa,Total Europa,36376,297917,8.2
2019,09,Ourense,África,Total África,122,1050,8.6
2019,09,Palencia,América,Total América,437,4838,11.1
2019,09,Palencia,Asia,Total Asia,277,1468,5.3
2019,09,Palencia,Europa,Total Europa,12373,76932,6.2
2019,09,Palencia,Oceanía,Total Oceanía,33,337,10.2
2019,09,Palencia,África,Total África,270,1540,5.7
2019,09,Pontevedra,América,Total América,6443,52199,8.1
2019,09,Pontevedra,Asia,Total Asia,1161,5987,5.2
2019,09,Pontevedra,Europa,Total Europa,82554,591404,7.2
2019,09,Pontevedra,Oceanía,Total Oceanía,228,1955,8.6
2019,09,Pontevedra,África,Total África,485,3578,7.4
2019,09,Salamanca,América,Total América,2785,17787,6.4
2019,09,Salamanca,Asia,Total Asia,1359,7551,5.6
2019,09,Salamanca,Europa,Total Europa,41724,274126,6.6
2019,09,Salamanca,Oceanía,Total Oceanía,242,1883,7.8
2019,09,Salamanca,África,Total África,611,2978,4.9
2019,09,Santa Cruz de Tenerife,América,Total América,4570,43207,9.5
2019,09,Santa Cruz de Tenerife,Asia,Total Asia,1976,12158,6.2
2019,09,Santa Cruz de Tenerife,Europa,Total Europa,346189,2727577,7.9
2019,09,Santa Cruz de Tenerife,Oceanía,Total Oceanía,129,926,7.2
2019,09,Santa Cruz de Tenerife,África,Total África,934,6909,7.4
2019,09,Segovia,América,Total América,1768,11041,6.2
2019,09,Segovia,Asia,Total Asia,477,2342,4.9
2019,09,Segovia,Europa,Total Europa,10557,72559,6.9
2019,09,Segovia,Oceanía,Total Oceanía,71,489,6.9
2019,09,Segovia,África,Total África,601,3106,5.2
2019,09,Sevilla,América,Total América,13333,96159,7.2
2019,09,Sevilla,Asia,Total Asia,6705,35730,5.3
2019,09,Sevilla,Europa,Total Europa,98663,624911,6.3
2019,09,Sevilla,Oceanía,Total Oceanía,868,6721,7.7
2019,09,Sevilla,África,Total África,3979,19916,5.0
2019,09,Soria,América,Total América,510,4125,8.1
2019,09,Soria,Asia,Total Asia,144,1089,7.6
2019,09,Soria,Europa,Total Europa,7140,51095,7.2
2019,09,Soria,África,Total África,218,1420,6.5
2019,09,Tarragona,América,Total América,3936,31156,7.9
2019,09,Tarragona,Asia,Total Asia,1998,13266,6.6
2019,09,Tarragona,Europa,Total Europa,220378,1645271,7.5
2019,09,Tarragona,Oceanía,Total Oceanía,161,1030,6.4
2019,09,Tarragona,África,Total África,3849,27527,7.2
2019,09,Teruel,América,Total América,513,4245,8.3
2019,09,Teruel,Asia,Total Asia,296,1845,6.2
2019,09,Teruel,Europa,Total Europa,9393,68817,7.3
2019,09,Teruel,África,Total África,329,2626,8.0
2019,09,Toledo,América,Total América,3672,21286,5.8
2019,09,Toledo,Asia,Total Asia,1511,7253,4.8
2019,09,Toledo,Europa,Total Europa,21533,166023,7.7
2019,09,Toledo,Oceanía,Total Oceanía,74,472,6.4
2019,09,Toledo,África,Total África,1861,10769,5.8
2019,09,Valencia/València,América,Total América,12125,93603,7.7
2019,09,Valencia/València,Asia,Total Asia,6977,38937,5.6
2019,09,Valencia/València,Europa,Total Europa,174272,1254560,7.2
2019,09,Valencia/València,Oceanía,Total Oceanía,472,3036,6.4
2019,09,Valencia/València,África,Total África,5661,36267,6.4
2019,09,Valladolid,América,Total América,1382,11540,8.4
2019,09,Valladolid,Asia,Total Asia,595,3949,6.6
2019,09,Valladolid,Europa,Total Europa,19725,142867,7.2
2019,09,Valladolid,Oceanía,Total Oceanía,44,324,7.4
2019,09,Valladolid,África,Total África,598,3932,6.6
2019,09,Zamora,América,Total América,708,5992,8.5
2019,09,Zamora,Asia,Total Asia,241,999,4.1
2019,09,Zamora,Europa,Total Europa,22964,170235,7.4
2019,09,Zamora,África,Total África,148,1011,6.8
2019,09,Zaragoza,América,Total América,2836,24233,8.5
2019,09,Zaragoza,Asia,Total Asia,1675,9874,5.9
2019,09,Zaragoza,Europa,Total Europa,38471,298833,7.8
2019,09,Zaragoza,Oceanía,Total Oceanía,82,528,6.4
2019,09,Zaragoza,África,Total África,1459,12153,8.3
2019,09,Ávila,América,Total América,783,5813,7.4
2019,09,Ávila,Asia,Total Asia,263,1460,5.6
2019,09,Ávila,Europa,Total Europa,7191,62165,8.6
2019,09,Ávila,Oceanía,Total Oceanía,36,244,6.8
2019,09,Ávila,África,Total África,267,2000,7.5
2019,10,A Coruña,América,Total América,6521,57145,8.8
2019,10,A Coruña,Asia,Total Asia,2261,14712,6.5
2019,10,A Coruña,Europa,Total Europa,49252,451368,9.2
2019,10,A Coruña,Oceanía,Total Oceanía,373,3721,10.0
2019,10,A Coruña,África,Total África,450,4304,9.6
2019,10,Albacete,América,Total América,501,5427,10.8
2019,10,Albacete,Asia,Total Asia,424,3094,7.3
2019,10,Albacete,Europa,Total Europa,11806,134189,11.4
2019,10,Albacete,África,Total África,408,4683,11.5
2019,10,Alicante/Alacant,América,Total América,5891,56917,9.7
2019,10,Alicante/Alacant,Asia,Total Asia,3812,27699,7.3
2019,10,Alicante/Alacant,Europa,Total Europa,550170,4627080,8.4
2019,10,Alicante/Alacant,Oceanía,Total Oceanía,343,3395,9.9
2019,10,Alicante/Alacant,África,Total África,9935,69682,7.0
2019,10,Almería,América,Total América,1669,13207,7.9
2019,10,Almería,Asia,Total Asia,2029,7167,3.5
2019,10,Almería,Europa,Total Europa,68695,664332,9.7
2019,10,Almería,Oceanía,Total Oceanía,90,744,8.3
2019,10,Almería,África,Total África,7198,64980,9.0
2019,10,Álava/Araba,América,Total América,917,8497,9.3
2019,10,Álava/Araba,Asia,Total Asia,801,5154,6.4
2019,10,Álava/Araba,Europa,Total Europa,24104,209275,8.7
2019,10,Álava/Araba,África,Total África,880,9492,10.8
2019,10,Asturias,América,Total América,2387,25226,10.6
2019,10,Asturias,Asia,Total Asia,883,6196,7.0
2019,10,Asturias,Europa,Total Europa,29536,319955,10.8
2019,10,Asturias,Oceanía,Total Oceanía,104,1060,10.2
2019,10,Asturias,África,Total África,347,3986,11.5
2019,10,Badajoz,América,Total América,1211,11344,9.4
2019,10,Badajoz,Asia,Total Asia,2260,14274,6.3
2019,10,Badajoz,Europa,Total Europa,33580,368585,11.0
2019,10,Badajoz,Oceanía,Total Oceanía,56,640,11.4
2019,10,Badajoz,África,Total África,492,3104,6.3
2019,10,Barcelona,América,Total América,124959,727888,5.8
2019,10,Barcelona,Asia,Total Asia,78388,389707,5.0
2019,10,Barcelona,Europa,Total Europa,814267,4765692,5.9
2019,10,Barcelona,Oceanía,Total Oceanía,6043,35715,5.9
2019,10,Barcelona,África,Total África,20533,149363,7.3
2019,10,Bizkaia,América,Total América,3826,31378,8.2
2019,10,Bizkaia,Asia,Total Asia,2116,11975,5.7
2019,10,Bizkaia,Europa,Total Europa,50453,330791,6.6
2019,10,Bizkaia,Oceanía,Total Oceanía,191,1726,9.0
2019,10,Bizkaia,África,Total África,846,9501,11.2
2019,10,Burgos,América,Total América,1377,13286,9.6
2019,10,Burgos,Asia,Total Asia,857,6309,7.4
2019,10,Burgos,Europa,Total Europa,29934,228861,7.6
2019,10,Burgos,Oceanía,Total Oceanía,62,831,13.4
2019,10,Burgos,África,Total África,511,4213,8.2
2019,10,Cantabria,América,Total América,1509,14673,9.7
2019,10,Cantabria,Asia,Total Asia,563,3180,5.6
2019,10,Cantabria,Europa,Total Europa,29544,271590,9.2
2019,10,Cantabria,Oceanía,Total Oceanía,69,630,9.1
2019,10,Cantabria,África,Total África,209,2195,10.5
2019,10,Castellón/Castelló,América,Total América,1530,13142,8.6
2019,10,Castellón/Castelló,Asia,Total Asia,1437,9178,6.4
2019,10,Castellón/Castelló,Europa,Total Europa,50191,463721,9.2
2019,10,Castellón/Castelló,Oceanía,Total Oceanía,55,440,8.0
2019,10,Castellón/Castelló,África,Total África,1731,15634,9.0
2019,10,Ceuta,América,Total América,902,3153,3.5
2019,10,Ceuta,Asia,Total Asia,1724,4262,2.5
2019,10,Ceuta,Europa,Total Europa,6222,33900,5.4
2019,10,Ceuta,Oceanía,Total Oceanía,50,355,7.1
2019,10,Ceuta,África,Total África,19186,177894,9.3
2019,10,Ciudad Real,América,Total América,574,4948,8.6
2019,10,Ciudad Real,Asia,Total Asia,471,2718,5.8
2019,10,Ciudad Real,Europa,Total Europa,10824,119060,11.0
2019,10,Ciudad Real,África,Total África,667,6223,9.3
2019,10,Cuenca,América,Total América,572,4723,8.3
2019,10,Cuenca,Asia,Total Asia,254,1688,6.6
2019,10,Cuenca,Europa,Total Europa,8071,79644,9.9
2019,10,Cuenca,África,Total África,307,3686,12.0
2019,10,Cáceres,América,Total América,789,6437,8.2
