AÑO,MES,PROVINCIA_DESTINO,CONTINENTE_ORIGEN,PAIS_ORIGEN,TURISTAS,PERNOCTACIONES,ESTANCIA_MEDIA
2020,02,Santa Cruz de Tenerife,África,Total África,684,6922,10.1
2020,02,Segovia,América,Total América,567,4806,8.5
2020,02,Segovia,Asia,Total Asia,305,2183,7.2
2020,02,Segovia,Europa,Total Europa,6497,56403,8.7
2020,02,Segovia,África,Total África,232,1782,7.7
2020,02,Sevilla,América,Total América,6639,54480,8.2
2020,02,Sevilla,Asia,Total Asia,5142,30550,5.9
2020,02,Sevilla,Europa,Total Europa,84694,561243,6.6
2020,02,Sevilla,Oceanía,Total Oceanía,114,866,7.6
2020,02,Sevilla,África,Total África,3476,19636,5.6
2020,02,Soria,América,Total América,240,2359,9.8
2020,02,Soria,Asia,Total Asia,110,897,8.2
2020,02,Soria,Europa,Total Europa,6093,44699,7.3
2020,02,Soria,África,Total África,100,1047,10.5
2020,02,Tarragona,América,Total América,1719,16935,9.9
2020,02,Tarragona,Asia,Total Asia,1026,8699,8.5
2020,02,Tarragona,Europa,Total Europa,47241,378509,8.0
2020,02,Tarragona,Oceanía,Total Oceanía,37,347,9.4
2020,02,Tarragona,África,Total África,1775,20272,11.4
2020,02,Teruel,América,Total América,263,2623,10.0
2020,02,Teruel,Asia,Total Asia,114,925,8.1
2020,02,Teruel,Europa,Total Europa,5638,47524,8.4
2020,02,Teruel,África,Total África,180,2250,12.5
2020,02,Toledo,América,Total América,1614,13418,8.3
2020,02,Toledo,Asia,Total Asia,1354,9441,7.0
2020,02,Toledo,Europa,Total Europa,16479,155452,9.4
2020,02,Toledo,África,Total África,899,8540,9.5
2020,02,Valencia/València,América,Total América,7460,73769,9.9
2020,02,Valencia/València,Asia,Total Asia,6731,46948,7.0
2020,02,Valencia/València,Europa,Total Europa,128790,1011754,7.9
2020,02,Valencia/València,Oceanía,Total Oceanía,152,1457,9.6
2020,02,Valencia/València,África,Total África,4359,34474,7.9
2020,02,Valladolid,América,Total América,741,8325,11.2
2020,02,Valladolid,Asia,Total Asia,583,3198,5.5
2020,02,Valladolid,Europa,Total Europa,16999,155720,9.2
2020,02,Valladolid,África,Total África,319,3145,9.9
2020,02,Zamora,América,Total América,327,3152,9.6
2020,02,Zamora,Asia,Total Asia,192,1505,7.8
2020,02,Zamora,Europa,Total Europa,15010,120941,8.1
2020,02,Zamora,África,Total África,76,816,10.7
2020,02,Zaragoza,América,Total América,1825,18950,10.4
2020,02,Zaragoza,Asia,Total Asia,1026,7611,7.4
2020,02,Zaragoza,Europa,Total Europa,37519,319429,8.5
2020,02,Zaragoza,África,Total África,992,10630,10.7
2020,02,Ávila,América,Total América,290,2544,8.8
2020,02,Ávila,Asia,Total Asia,226,1683,7.4
2020,02,Ávila,Europa,Total Europa,4520,40447,8.9
2020,02,Ávila,África,Total África,137,1152,8.4
2020,03,A Coruña,América,Total América,1673,19884,11.9
2020,03,A Coruña,Asia,Total Asia,830,7212,8.7
2020,03,A Coruña,Europa,Total Europa,21831,348047,15.9
2020,03,A Coruña,Oceanía,Total Oceanía,33,290,8.8
2020,03,A Coruña,África,Total África,238,2585,10.9
2020,03,Albacete,América,Total América,386,6075,15.7
2020,03,Albacete,Asia,Total Asia,221,1890,8.6
2020,03,Albacete,Europa,Total Europa,9899,166964,16.9
2020,03,Albacete,África,Total África,289,3922,13.6
2020,03,Alicante/Alacant,América,Total América,3591,47389,13.2
2020,03,Alicante/Alacant,Asia,Total Asia,1930,19658,10.2
2020,03,Alicante/Alacant,Europa,Total Europa,231580,2932161,12.7
2020,03,Alicante/Alacant,Oceanía,Total Oceanía,105,1159,11.0
2020,03,Alicante/Alacant,África,Total África,5360,45312,8.5
2020,03,Almería,América,Total América,790,9802,12.4
2020,03,Almería,Asia,Total Asia,1633,6376,3.9
2020,03,Almería,Europa,Total Europa,39177,622712,15.9
2020,03,Almería,Oceanía,Total Oceanía,37,394,10.6
2020,03,Almería,África,Total África,3325,39518,11.9
2020,03,Álava/Araba,América,Total América,479,5442,11.4
2020,03,Álava/Araba,Asia,Total Asia,164,1978,12.1
2020,03,Álava/Araba,Europa,Total Europa,21509,303193,14.1
2020,03,Álava/Araba,África,Total África,503,5404,10.7
2020,03,Asturias,América,Total América,1105,15776,14.3
2020,03,Asturias,Asia,Total Asia,665,5141,7.7
2020,03,Asturias,Europa,Total Europa,19057,306347,16.1
2020,03,Asturias,África,Total África,208,2740,13.2
2020,03,Badajoz,América,Total América,715,8710,12.2
2020,03,Badajoz,Asia,Total Asia,221,1507,6.8
2020,03,Badajoz,Europa,Total Europa,32453,562924,17.3
2020,03,Badajoz,África,Total África,291,2173,7.5
2020,03,Barcelona,América,Total América,42045,339752,8.1
2020,03,Barcelona,Asia,Total Asia,18646,150516,8.1
2020,03,Barcelona,Europa,Total Europa,365156,3624425,9.9
2020,03,Barcelona,Oceanía,Total Oceanía,787,5812,7.4
2020,03,Barcelona,África,Total África,9477,86223,9.1
2020,03,Bizkaia,América,Total América,1746,21272,12.2
2020,03,Bizkaia,Asia,Total Asia,814,6403,7.9
2020,03,Bizkaia,Europa,Total Europa,27505,339609,12.3
2020,03,Bizkaia,Oceanía,Total Oceanía,30,168,5.6
2020,03,Bizkaia,África,Total África,589,7526,12.8
2020,03,Burgos,América,Total América,549,7318,13.3
2020,03,Burgos,Asia,Total Asia,341,3406,10.0
2020,03,Burgos,Europa,Total Europa,24810,241387,9.7
2020,03,Burgos,África,Total África,263,2470,9.4
2020,03,Cantabria,América,Total América,751,9635,12.8
2020,03,Cantabria,Asia,Total Asia,564,4214,7.5
2020,03,Cantabria,Europa,Total Europa,13780,182844,13.3
2020,03,Cantabria,África,Total África,185,2274,12.3
2020,03,Castellón/Castelló,América,Total América,766,9689,12.6
2020,03,Castellón/Castelló,Asia,Total Asia,770,6018,7.8
2020,03,Castellón/Castelló,Europa,Total Europa,32572,448768,13.8
2020,03,Castellón/Castelló,África,Total África,1001,10453,10.4
2020,03,Ceuta,América,Total América,449,1844,4.1
2020,03,Ceuta,Asia,Total Asia,1737,4082,2.4
2020,03,Ceuta,Europa,Total Europa,4766,34951,7.3
2020,03,Ceuta,África,Total África,12246,164518,13.4
2020,03,Ciudad Real,América,Total América,390,5033,12.9
2020,03,Ciudad Real,Asia,Total Asia,125,1298,10.4
2020,03,Ciudad Real,Europa,Total Europa,8896,148266,16.7
2020,03,Ciudad Real,África,Total África,271,2890,10.7
2020,03,Cuenca,América,Total América,313,4078,13.0
2020,03,Cuenca,Asia,Total Asia,101,1064,10.5
2020,03,Cuenca,Europa,Total Europa,6251,101767,16.3
2020,03,Cuenca,África,Total África,187,2233,11.9
2020,03,Cáceres,América,Total América,387,4205,10.9
2020,03,Cáceres,Asia,Total Asia,195,2051,10.5
2020,03,Cáceres,Europa,Total Europa,16319,216451,13.3
2020,03,Cáceres,África,Total África,300,3159,10.5
2020,03,Cádiz,América,Total América,18957,109954,5.8
2020,03,Cádiz,Asia,Total Asia,6647,25875,3.9
2020,03,Cádiz,Europa,Total Europa,66742,781631,11.7
2020,03,Cádiz,Oceanía,Total Oceanía,72,729,10.1
2020,03,Cádiz,África,Total África,17094,127174,7.4
2020,03,Córdoba,América,Total América,853,10304,12.1
2020,03,Córdoba,Asia,Total Asia,287,2164,7.5
2020,03,Córdoba,Europa,Total Europa,14068,222417,15.8
2020,03,Córdoba,África,Total África,341,2932,8.6
2020,03,Guipúzcoa/Gipuzkoa,América,Total América,1769,19640,11.1
2020,03,Guipúzcoa/Gipuzkoa,Asia,Total Asia,721,5733,8.0
2020,03,Guipúzcoa/Gipuzkoa,Europa,Total Europa,86904,1110649,12.8
2020,03,Guipúzcoa/Gipuzkoa,Oceanía,Total Oceanía,56,438,7.8
2020,03,Guipúzcoa/Gipuzkoa,África,Total África,833,8224,9.9
2020,03,Gerona/Girona,América,Total América,1974,19675,10.0
2020,03,Gerona/Girona,Asia,Total Asia,940,7862,8.4
2020,03,Gerona/Girona,Europa,Total Europa,140620,1526335,10.9
2020,03,Gerona/Girona,Oceanía,Total Oceanía,96,845,8.8
2020,03,Gerona/Girona,África,Total África,1995,21033,10.5
2020,03,Granada,América,Total América,2807,28422,10.1
2020,03,Granada,Asia,Total Asia,1981,9280,4.7
2020,03,Granada,Europa,Total Europa,43257,532616,12.3
2020,03,Granada,Oceanía,Total Oceanía,71,595,8.4
2020,03,Granada,África,Total África,2553,17676,6.9
2020,03,Guadalajara,América,Total América,575,6873,12.0
2020,03,Guadalajara,Asia,Total Asia,205,1687,8.2
2020,03,Guadalajara,Europa,Total Europa,12486,156383,12.5
2020,03,Guadalajara,África,Total África,307,4159,13.5
2020,03,Huelva,América,Total América,681,9133,13.4
2020,03,Huelva,Asia,Total Asia,525,3283,6.3
2020,03,Huelva,Europa,Total Europa,30155,393675,13.1
2020,03,Huelva,África,Total África,3059,35740,11.7
2020,03,Huesca,América,Total América,427,6469,15.1
2020,03,Huesca,Asia,Total Asia,75,717,9.6
2020,03,Huesca,Europa,Total Europa,14217,142556,10.0
2020,03,Huesca,África,Total África,259,3228,12.5
2020,03,Islas Baleares/Illes Balears,América,Total América,3564,38057,10.7
2020,03,Islas Baleares/Illes Balears,Asia,Total Asia,1938,17997,9.3
2020,03,Islas Baleares/Illes Balears,Europa,Total Europa,155637,1416642,9.1
2020,03,Islas Baleares/Illes Balears,Oceanía,Total Oceanía,263,1623,6.2
2020,03,Islas Baleares/Illes Balears,África,Total África,2133,20193,9.5
2020,03,Jaén,América,Total América,383,5937,15.5
2020,03,Jaén,Asia,Total Asia,162,1387,8.6
2020,03,Jaén,Europa,Total Europa,10298,192352,18.7
2020,03,Jaén,África,Total África,444,4856,10.9
2020,03,La Rioja,América,Total América,465,5782,12.4
2020,03,La Rioja,Asia,Total Asia,118,1369,11.6
2020,03,La Rioja,Europa,Total Europa,8799,125817,14.3
2020,03,La Rioja,África,Total África,311,4649,14.9
2020,03,Las Palmas,América,Total América,2864,30102,10.5
2020,03,Las Palmas,Asia,Total Asia,3432,23583,6.9
2020,03,Las Palmas,Europa,Total Europa,390510,3580443,9.2
2020,03,Las Palmas,Oceanía,Total Oceanía,46,366,8.0
2020,03,Las Palmas,África,Total África,2277,20822,9.1
2020,03,León,América,Total América,452,6921,15.3
2020,03,León,Asia,Total Asia,144,1818,12.6
2020,03,León,Europa,Total Europa,9723,148611,15.3
2020,03,León,África,Total África,160,2007,12.5
2020,03,Lleida,América,Total América,895,11292,12.6
2020,03,Lleida,Asia,Total Asia,409,3511,8.6
2020,03,Lleida,Europa,Total Europa,36564,428942,11.7
2020,03,Lleida,Oceanía,Total Oceanía,30,324,10.8
2020,03,Lleida,África,Total África,788,10533,13.4
2020,03,Lugo,América,Total América,387,5541,14.3
2020,03,Lugo,Asia,Total Asia,307,2617,8.5
2020,03,Lugo,Europa,Total Europa,6520,108008,16.6
2020,03,Lugo,África,Total África,116,1722,14.8
2020,03,Madrid,América,Total América,55982,449385,8.0
2020,03,Madrid,Asia,Total Asia,17872,160784,9.0
2020,03,Madrid,Europa,Total Europa,241911,3309253,13.7
2020,03,Madrid,Oceanía,Total Oceanía,486,4467,9.2
2020,03,Madrid,África,Total África,8150,68328,8.4
2020,03,Melilla,América,Total América,46,531,11.5
2020,03,Melilla,Asia,Total Asia,140,918,6.6
2020,03,Melilla,Europa,Total Europa,2189,29522,13.5
2020,03,Melilla,África,Total África,16118,200796,12.5
2020,03,Murcia,América,Total América,1798,23982,13.3
2020,03,Murcia,Asia,Total Asia,1010,7944,7.9
2020,03,Murcia,Europa,Total Europa,62676,1011112,16.1
2020,03,Murcia,Oceanía,Total Oceanía,41,376,9.2
2020,03,Murcia,África,Total África,4207,57515,13.7
2020,03,Málaga,América,Total América,8302,89451,10.8
2020,03,Málaga,Asia,Total Asia,3338,26667,8.0
2020,03,Málaga,Europa,Total Europa,207339,2359203,11.4
2020,03,Málaga,Oceanía,Total Oceanía,121,1052,8.7
2020,03,Málaga,África,Total África,6202,47310,7.6
2020,03,Navarra,América,Total América,1103,14854,13.5
2020,03,Navarra,Asia,Total Asia,310,3220,10.4
2020,03,Navarra,Europa,Total Europa,43385,536238,12.4
2020,03,Navarra,África,Total África,671,8337,12.4
2020,03,Ourense,América,Total América,495,7248,14.6
2020,03,Ourense,Asia,Total Asia,155,1931,12.5
2020,03,Ourense,Europa,Total Europa,20412,307787,15.1
2020,03,Ourense,África,Total África,77,854,11.1
2020,03,Palencia,América,Total América,231,3576,15.5
2020,03,Palencia,Asia,Total Asia,82,1168,14.2
2020,03,Palencia,Europa,Total Europa,9558,103135,10.8
2020,03,Palencia,África,Total África,84,1037,12.3
2020,03,Pontevedra,América,Total América,1594,21016,13.2
2020,03,Pontevedra,Asia,Total Asia,372,2841,7.6
2020,03,Pontevedra,Europa,Total Europa,36514,509305,13.9
2020,03,Pontevedra,Oceanía,Total Oceanía,32,324,10.1
2020,03,Pontevedra,África,Total África,222,2303,10.4
2020,03,Salamanca,América,Total América,872,11076,12.7
2020,03,Salamanca,Asia,Total Asia,527,5868,11.1
2020,03,Salamanca,Europa,Total Europa,29343,422395,14.4
2020,03,Salamanca,África,Total África,208,2004,9.6
2020,03,Santa Cruz de Tenerife,América,Total América,2711,32349,11.9
2020,03,Santa Cruz de Tenerife,Asia,Total Asia,2393,19273,8.1
2020,03,Santa Cruz de Tenerife,Europa,Total Europa,249421,2577092,10.3
2020,03,Santa Cruz de Tenerife,Oceanía,Total Oceanía,44,398,9.0
2020,03,Santa Cruz de Tenerife,África,Total África,531,5686,10.7
2020,03,Segovia,América,Total América,507,5626,11.1
2020,03,Segovia,Asia,Total Asia,116,1225,10.6
2020,03,Segovia,Europa,Total Europa,6665,89820,13.5
2020,03,Segovia,África,Total África,182,1889,10.4
2020,03,Sevilla,América,Total América,5556,62753,11.3
2020,03,Sevilla,Asia,Total Asia,1431,10864,7.6
2020,03,Sevilla,Europa,Total Europa,59350,640302,10.8
2020,03,Sevilla,Oceanía,Total Oceanía,94,835,8.9
2020,03,Sevilla,África,Total África,1800,13889,7.7
2020,03,Soria,América,Total América,202,2388,11.8
2020,03,Soria,Asia,Total Asia,44,420,9.5
2020,03,Soria,Europa,Total Europa,6697,71393,10.7
2020,03,Soria,África,Total África,96,1113,11.6
2020,03,Tarragona,América,Total América,1464,18184,12.4
2020,03,Tarragona,Asia,Total Asia,659,6742,10.2
2020,03,Tarragona,Europa,Total Europa,41573,487288,11.7
2020,03,Tarragona,Oceanía,Total Oceanía,41,437,10.7
2020,03,Tarragona,África,Total África,1379,16369,11.9
2020,03,Teruel,América,Total América,277,3663,13.2
2020,03,Teruel,Asia,Total Asia,54,648,12.0
2020,03,Teruel,Europa,Total Europa,5800,74233,12.8
2020,03,Teruel,África,Total África,175,3155,18.0
2020,03,Toledo,América,Total América,1203,13160,10.9
2020,03,Toledo,Asia,Total Asia,481,3895,8.1
2020,03,Toledo,Europa,Total Europa,14366,218080,15.2
2020,03,Toledo,África,Total África,668,8032,12.0
2020,03,Valencia/València,América,Total América,6343,74508,11.7
2020,03,Valencia/València,Asia,Total Asia,3366,32193,9.6
2020,03,Valencia/València,Europa,Total Europa,104071,1359870,13.1
2020,03,Valencia/València,Oceanía,Total Oceanía,91,836,9.2
2020,03,Valencia/València,África,Total África,2365,24074,10.2
2020,03,Valladolid,América,Total América,621,8235,13.3
2020,03,Valladolid,Asia,Total Asia,199,1846,9.3
2020,03,Valladolid,Europa,Total Europa,17340,236444,13.6
2020,03,Valladolid,África,Total África,251,2505,10.0
2020,03,Zamora,América,Total América,273,3439,12.6
2020,03,Zamora,Asia,Total Asia,127,815,6.4
2020,03,Zamora,Europa,Total Europa,14816,203929,13.8
2020,03,Zamora,África,Total África,71,684,9.6
2020,03,Zaragoza,América,Total América,1538,21327,13.9
2020,03,Zaragoza,Asia,Total Asia,557,6286,11.3
2020,03,Zaragoza,Europa,Total Europa,33578,441917,13.2
2020,03,Zaragoza,África,Total África,798,9568,12.0
2020,03,Ávila,América,Total América,239,2342,9.8
2020,03,Ávila,Asia,Total Asia,136,1540,11.3
2020,03,Ávila,Europa,Total Europa,3502,52677,15.0
2020,03,Ávila,África,Total África,83,977,11.8
2020,04,A Coruña,América,Total América,780,12637,16.2
2020,04,A Coruña,Asia,Total Asia,460,3132,6.8
2020,04,A Coruña,Europa,Total Europa,8382,129771,15.5
2020,04,A Coruña,África,Total África,133,1701,12.8
2020,04,Albacete,América,Total América,207,3867,18.7
2020,04,Albacete,Asia,Total Asia,35,427,12.2
2020,04,Albacete,Europa,Total Europa,4934,69778,14.1
2020,04,Albacete,África,Total África,148,2327,15.7
2020,04,Alicante/Alacant,América,Total América,1684,27559,16.4
2020,04,Alicante/Alacant,Asia,Total Asia,912,9647,10.6
2020,04,Alicante/Alacant,Europa,Total Europa,40889,769051,18.8
2020,04,Alicante/Alacant,Oceanía,Total Oceanía,40,501,12.5
2020,04,Alicante/Alacant,África,Total África,1426,17002,11.9
2020,04,Almería,América,Total América,598,7523,12.6
2020,04,Almería,Asia,Total Asia,1436,0,0.0
2020,04,Almería,Europa,Total Europa,14930,241136,16.2
2020,04,Almería,África,Total África,1806,20999,11.6
2020,04,Álava/Araba,América,Total América,229,4395,19.2
2020,04,Álava/Araba,Asia,Total Asia,78,1042,13.4
2020,04,Álava/Araba,Europa,Total Europa,10367,122753,11.8
2020,04,Álava/Araba,África,Total África,304,3300,10.9
2020,04,Asturias,América,Total América,556,8730,15.7
2020,04,Asturias,Asia,Total Asia,356,2149,6.0
2020,04,Asturias,Europa,Total Europa,8360,131233,15.7
2020,04,Asturias,África,Total África,128,1483,11.6
2020,04,Badajoz,América,Total América,328,6745,20.6
2020,04,Badajoz,Asia,Total Asia,46,541,11.8
2020,04,Badajoz,Europa,Total Europa,14090,190874,13.5
2020,04,Badajoz,África,Total África,98,945,9.6
2020,04,Barcelona,América,Total América,7694,112374,14.6
2020,04,Barcelona,Asia,Total Asia,5316,58065,10.9
2020,04,Barcelona,Europa,Total Europa,81969,1091455,13.3
2020,04,Barcelona,Oceanía,Total Oceanía,132,1045,7.9
2020,04,Barcelona,África,Total África,3037,34861,11.5
2020,04,Bizkaia,América,Total América,872,13570,15.6
2020,04,Bizkaia,Asia,Total Asia,495,3872,7.8
2020,04,Bizkaia,Europa,Total Europa,9215,124788,13.5
2020,04,Bizkaia,África,Total África,298,3314,11.1
2020,04,Burgos,América,Total América,319,5325,16.7
2020,04,Burgos,Asia,Total Asia,57,783,13.7
2020,04,Burgos,Europa,Total Europa,12296,103019,8.4
2020,04,Burgos,África,Total África,135,1513,11.2
2020,04,Cantabria,América,Total América,387,6456,16.7
2020,04,Cantabria,Asia,Total Asia,264,1812,6.9
2020,04,Cantabria,Europa,Total Europa,6168,82981,13.5
2020,04,Cantabria,África,Total África,76,949,12.5
2020,04,Castellón/Castelló,América,Total América,444,7441,16.8
2020,04,Castellón/Castelló,Asia,Total Asia,297,2038,6.9
2020,04,Castellón/Castelló,Europa,Total Europa,12142,142418,11.7
2020,04,Castellón/Castelló,África,Total África,462,5162,11.2
2020,04,Ceuta,América,Total América,605,2340,3.9
2020,04,Ceuta,Asia,Total Asia,1573,0,0.0
2020,04,Ceuta,Europa,Total Europa,1532,10240,6.7
2020,04,Ceuta,África,Total África,4197,41481,9.9
2020,04,Ciudad Real,América,Total América,228,4977,21.8
2020,04,Ciudad Real,Asia,Total Asia,52,698,13.4
2020,04,Ciudad Real,Europa,Total Europa,4479,63028,14.1
2020,04,Ciudad Real,África,Total África,114,1383,12.1
2020,04,Cuenca,América,Total América,189,3568,18.9
2020,04,Cuenca,Asia,Total Asia,35,409,11.7
2020,04,Cuenca,Europa,Total Europa,3155,44655,14.2
2020,04,Cuenca,África,Total África,107,1276,11.9
2020,04,Cáceres,América,Total América,165,2985,18.1
2020,04,Cáceres,Europa,Total Europa,7051,83706,11.9
2020,04,Cáceres,África,Total África,121,1467,12.1
2020,04,Cádiz,América,Total América,17588,93744,5.3
2020,04,Cádiz,Asia,Total Asia,5555,19994,3.6
2020,04,Cádiz,Europa,Total Europa,20336,255814,12.6
2020,04,Cádiz,África,Total África,7135,53916,7.6
2020,04,Córdoba,América,Total América,315,6489,20.6
2020,04,Córdoba,Asia,Total Asia,69,962,13.9
2020,04,Córdoba,Europa,Total Europa,4856,79440,16.4
2020,04,Córdoba,África,Total África,128,1765,13.8
2020,04,Guipúzcoa/Gipuzkoa,América,Total América,581,8679,14.9
2020,04,Guipúzcoa/Gipuzkoa,Asia,Total Asia,159,1699,10.7
2020,04,Guipúzcoa/Gipuzkoa,Europa,Total Europa,32824,390389,11.9
2020,04,Guipúzcoa/Gipuzkoa,África,Total África,302,3473,11.5
2020,04,Gerona/Girona,América,Total América,754,10729,14.2
2020,04,Gerona/Girona,Asia,Total Asia,432,3976,9.2
2020,04,Gerona/Girona,Europa,Total Europa,49436,596885,12.1
2020,04,Gerona/Girona,África,Total África,897,9906,11.0
2020,04,Granada,América,Total América,871,11742,13.5
2020,04,Granada,Asia,Total Asia,1251,4995,4.0
2020,04,Granada,Europa,Total Europa,10998,165879,15.1
2020,04,Granada,África,Total África,962,8009,8.3
2020,04,Guadalajara,América,Total América,243,3841,15.8
2020,04,Guadalajara,Asia,Total Asia,48,694,14.5
2020,04,Guadalajara,Europa,Total Europa,6337,66722,10.5
2020,04,Guadalajara,África,Total África,172,2461,14.3
2020,04,Huelva,América,Total América,315,5975,19.0
2020,04,Huelva,Asia,Total Asia,410,2502,6.1
2020,04,Huelva,Europa,Total Europa,15040,199877,13.3
2020,04,Huelva,África,Total África,1391,18290,13.1
2020,04,Huesca,América,Total América,225,4224,18.8
2020,04,Huesca,Asia,Total Asia,43,614,14.3
2020,04,Huesca,Europa,Total Europa,4714,52968,11.2
2020,04,Huesca,África,Total África,160,2019,12.6
2020,04,Islas Baleares/Illes Balears,América,Total América,1720,26693,15.5
2020,04,Islas Baleares/Illes Balears,Asia,Total Asia,861,7612,8.8
2020,04,Islas Baleares/Illes Balears,Europa,Total Europa,17574,332003,18.9
2020,04,Islas Baleares/Illes Balears,Oceanía,Total Oceanía,35,402,11.5
2020,04,Islas Baleares/Illes Balears,África,Total África,1018,10409,10.2
2020,04,Jaén,América,Total América,188,4207,22.4
2020,04,Jaén,Asia,Total Asia,59,817,13.8
2020,04,Jaén,Europa,Total Europa,4705,81869,17.4
2020,04,Jaén,África,Total África,220,2961,13.5
2020,04,La Rioja,América,Total América,225,3506,15.6
2020,04,La Rioja,Asia,Total Asia,46,515,11.2
2020,04,La Rioja,Europa,Total Europa,4219,51010,12.1
2020,04,La Rioja,África,Total África,174,2341,13.5
2020,04,Las Palmas,América,Total América,1682,18636,11.1
2020,04,Las Palmas,Asia,Total Asia,2799,13964,5.0
2020,04,Las Palmas,Europa,Total Europa,15891,284181,17.9
2020,04,Las Palmas,África,Total África,1236,11366,9.2
2020,04,León,América,Total América,274,5565,20.3
2020,04,León,Asia,Total Asia,69,903,13.1
2020,04,León,Europa,Total Europa,4604,69127,15.0
2020,04,León,África,Total África,75,1075,14.3
2020,04,Lleida,América,Total América,359,5913,16.5
2020,04,Lleida,Asia,Total Asia,77,929,12.1
2020,04,Lleida,Europa,Total Europa,9327,123725,13.3
2020,04,Lleida,África,Total África,475,5171,10.9
2020,04,Lugo,América,Total América,220,4025,18.3
2020,04,Lugo,Asia,Total Asia,159,1364,8.6
2020,04,Lugo,Europa,Total Europa,3095,46701,15.1
2020,04,Lugo,África,Total África,61,809,13.3
2020,04,Madrid,América,Total América,10518,153606,14.6
2020,04,Madrid,Asia,Total Asia,5076,62352,12.3
2020,04,Madrid,Europa,Total Europa,63909,1004446,15.7
2020,04,Madrid,Oceanía,Total Oceanía,80,667,8.3
2020,04,Madrid,África,Total África,2745,30494,11.1
2020,04,Melilla,Asia,Total Asia,93,857,9.2
2020,04,Melilla,Europa,Total Europa,674,9183,13.6
2020,04,Melilla,África,Total África,6513,59712,9.2
2020,04,Murcia,América,Total América,1219,18533,15.2
2020,04,Murcia,Asia,Total Asia,594,4736,8.0
2020,04,Murcia,Europa,Total Europa,23699,376327,15.9
2020,04,Murcia,Oceanía,Total Oceanía,37,375,10.1
2020,04,Murcia,África,Total África,2449,32576,13.3
2020,04,Málaga,América,Total América,2383,34963,14.7
2020,04,Málaga,Asia,Total Asia,1471,13513,9.2
2020,04,Málaga,Europa,Total Europa,28762,537157,18.7
2020,04,Málaga,Oceanía,Total Oceanía,44,421,9.6
2020,04,Málaga,África,Total África,1523,18492,12.1
2020,04,Navarra,América,Total América,568,9186,16.2
2020,04,Navarra,Asia,Total Asia,110,1578,14.3
2020,04,Navarra,Europa,Total Europa,19969,217740,10.9
2020,04,Navarra,África,Total África,380,5196,13.7
2020,04,Ourense,América,Total América,211,3214,15.2
2020,04,Ourense,Europa,Total Europa,8762,110455,12.6
2020,04,Ourense,África,Total África,45,514,11.4
2020,04,Palencia,América,Total América,137,2938,21.4
2020,04,Palencia,Europa,Total Europa,4100,39606,9.7
2020,04,Pontevedra,América,Total América,950,14058,14.8
2020,04,Pontevedra,Asia,Total Asia,181,1682,9.3
2020,04,Pontevedra,Europa,Total Europa,15503,208313,13.4
2020,04,Pontevedra,África,Total África,137,1576,11.5
2020,04,Salamanca,América,Total América,278,4722,17.0
2020,04,Salamanca,Asia,Total Asia,156,2128,13.6
2020,04,Salamanca,Europa,Total Europa,13363,169983,12.7
2020,04,Salamanca,África,Total África,102,1106,10.8
2020,04,Santa Cruz de Tenerife,América,Total América,1116,17664,15.8
2020,04,Santa Cruz de Tenerife,Asia,Total Asia,2849,19274,6.8
2020,04,Santa Cruz de Tenerife,Europa,Total Europa,16362,318984,19.5
2020,04,Santa Cruz de Tenerife,África,Total África,515,4379,8.5
2020,04,Segovia,América,Total América,158,2904,18.4
2020,04,Segovia,Asia,Total Asia,32,574,17.9
2020,04,Segovia,Europa,Total Europa,2640,33977,12.9
2020,04,Segovia,África,Total África,76,1141,15.0
2020,04,Sevilla,América,Total América,1275,24245,19.0
2020,04,Sevilla,Asia,Total Asia,267,2964,11.1
2020,04,Sevilla,Europa,Total Europa,13028,215804,16.6
2020,04,Sevilla,África,Total África,508,5571,11.0
2020,04,Soria,América,Total América,111,2339,21.1
2020,04,Soria,Europa,Total Europa,3246,29284,9.0
2020,04,Soria,África,Total África,35,463,13.2
2020,04,Tarragona,América,Total América,838,13925,16.6
2020,04,Tarragona,Asia,Total Asia,593,4274,7.2
2020,04,Tarragona,Europa,Total Europa,16687,200732,12.0
2020,04,Tarragona,África,Total África,765,9367,12.2
2020,04,Teruel,América,Total América,128,2223,17.4
2020,04,Teruel,Europa,Total Europa,2469,27224,11.0
2020,04,Teruel,África,Total África,94,1299,13.8
2020,04,Toledo,América,Total América,502,8790,17.5
2020,04,Toledo,Asia,Total Asia,146,1780,12.2
2020,04,Toledo,Europa,Total Europa,7386,95865,13.0
2020,04,Toledo,África,Total África,319,3595,11.3
2020,04,Valencia/València,América,Total América,3249,46128,14.2
2020,04,Valencia/València,Asia,Total Asia,1533,15174,9.9
2020,04,Valencia/València,Europa,Total Europa,33944,485957,14.3
2020,04,Valencia/València,Oceanía,Total Oceanía,39,383,9.8
2020,04,Valencia/València,África,Total África,1176,12746,10.8
2020,04,Valladolid,América,Total América,363,7135,19.7
2020,04,Valladolid,Asia,Total Asia,84,1267,15.1
2020,04,Valladolid,Europa,Total Europa,7460,85084,11.4
2020,04,Valladolid,África,Total África,141,1319,9.4
2020,04,Zamora,América,Total América,118,2545,21.6
2020,04,Zamora,Europa,Total Europa,6965,78598,11.3
2020,04,Zamora,África,Total África,34,346,10.2
2020,04,Zaragoza,América,Total América,847,13558,16.0
2020,04,Zaragoza,Asia,Total Asia,307,3671,12.0
